1,0,0,999
2,0,1,1
3,0,2,2
4,0,3,2
5,0,4,2
6,0,5,2
7,0,6,2
8,0,7,2
9,0,8,2
10,0,9,2
11,0,10,3
12,0,11,2
13,0,12,2
14,0,13,2
15,0,14,2
16,0,15,2
17,0,16,1
18,0,17,2
19,0,18,3
20,0,19,2
21,0,20,3
22,0,21,2
23,0,22,2
24,0,23,1
25,0,24,2
26,0,25,2
27,0,26,2
28,0,27,2
29,0,28,2
30,0,29,1
31,0,30,3
32,0,31,3
33,0,32,2
34,0,33,2
35,0,34,1
36,0,35,2
37,0,36,1
38,0,37,3
39,0,38,2
40,0,39,2
41,0,40,2
42,0,41,3
43,0,42,2
44,0,43,1
45,0,44,2
46,0,45,1
47,0,46,2
48,0,47,1
49,0,48,2
50,0,49,2
51,0,50,3
52,0,51,1
53,0,52,2
54,0,53,2
55,0,54,2
56,0,55,2
57,0,56,2
58,0,57,2
59,0,58,2
60,0,59,2
61,0,60,2
62,0,61,3
63,0,62,3
64,0,63,1
65,0,64,3
66,0,65,1
67,0,66,2
68,0,67,2
69,0,68,1
70,0,69,1
71,0,70,3
72,0,71,1
73,0,72,2
74,0,73,2
75,0,74,1
76,0,75,1
77,0,76,3
78,0,77,3
79,0,78,2
80,0,79,2
81,0,80,1
82,0,81,2
83,0,82,2
84,0,83,2
85,0,84,1
86,0,85,2
87,0,86,1
88,0,87,2
89,0,88,2
90,0,89,1
91,0,90,2
92,0,91,2
93,0,92,1
94,0,93,2
95,0,94,2
96,0,95,1
97,0,96,2
98,0,97,1
99,0,98,1
100,0,99,2
101,0,100,2
102,0,101,0
103,1,0,1
104,1,1,999
105,1,2,1
106,1,3,3
107,1,4,3
108,1,5,2
109,1,6,3
110,1,7,2
111,1,8,2
112,1,9,3
113,1,10,2
114,1,11,3
115,1,12,1
116,1,13,3
117,1,14,2
118,1,15,2
119,1,16,1
120,1,17,1
121,1,18,2
122,1,19,3
123,1,20,1
124,1,21,2
125,1,22,3
126,1,23,1
127,1,24,2
128,1,25,1
129,1,26,1
130,1,27,1
131,1,28,2
132,1,29,1
133,1,30,2
134,1,31,2
135,1,32,2
136,1,33,3
137,1,34,3
138,1,35,3
139,1,36,2
140,1,37,3
141,1,38,2
142,1,39,1
143,1,40,1
144,1,41,2
145,1,42,2
146,1,43,2
147,1,44,2
148,1,45,2
149,1,46,3
150,1,47,2
151,1,48,1
152,1,49,2
153,1,50,1
154,1,51,3
155,1,52,2
156,1,53,2
157,1,54,2
158,1,55,2
159,1,56,2
160,1,57,2
161,1,58,2
162,1,59,2
163,1,60,1
164,1,61,2
165,1,62,1
166,1,63,3
167,1,64,3
168,1,65,2
169,1,66,1
170,1,67,2
171,1,68,1
172,1,69,2
173,1,70,2
174,1,71,1
175,1,72,3
176,1,73,3
177,1,74,2
178,1,75,2
179,1,76,2
180,1,77,1
181,1,78,1
182,1,79,3
183,1,80,1
184,1,81,2
185,1,82,1
186,1,83,3
187,1,84,2
188,1,85,1
189,1,86,3
190,1,87,2
191,1,88,2
192,1,89,3
193,1,90,2
194,1,91,2
195,1,92,3
196,1,93,3
197,1,94,1
198,1,95,2
199,1,96,2
200,1,97,1
201,1,98,2
202,1,99,3
203,1,100,3
204,1,101,2
205,2,0,2
206,2,1,1
207,2,2,999
208,2,3,2
209,2,4,3
210,2,5,3
211,2,6,1
212,2,7,2
213,2,8,2
214,2,9,3
215,2,10,3
216,2,11,2
217,2,12,3
218,2,13,2
219,2,14,2
220,2,15,2
221,2,16,3
222,2,17,1
223,2,18,3
224,2,19,2
225,2,20,1
226,2,21,2
227,2,22,3
228,2,23,1
229,2,24,3
230,2,25,3
231,2,26,2
232,2,27,3
233,2,28,3
234,2,29,2
235,2,30,2
236,2,31,1
237,2,32,2
238,2,33,1
239,2,34,3
240,2,35,2
241,2,36,1
242,2,37,2
243,2,38,2
244,2,39,3
245,2,40,2
246,2,41,1
247,2,42,2
248,2,43,3
249,2,44,2
250,2,45,3
251,2,46,2
252,2,47,1
253,2,48,2
254,2,49,2
255,2,50,3
256,2,51,1
257,2,52,2
258,2,53,3
259,2,54,1
260,2,55,2
261,2,56,1
262,2,57,3
263,2,58,3
264,2,59,1
265,2,60,2
266,2,61,2
267,2,62,3
268,2,63,3
269,2,64,1
270,2,65,3
271,2,66,1
272,2,67,2
273,2,68,2
274,2,69,2
275,2,70,1
276,2,71,2
277,2,72,2
278,2,73,3
279,2,74,2
280,2,75,1
281,2,76,2
282,2,77,2
283,2,78,3
284,2,79,2
285,2,80,1
286,2,81,3
287,2,82,2
288,2,83,1
289,2,84,3
290,2,85,3
291,2,86,3
292,2,87,2
293,2,88,2
294,2,89,3
295,2,90,2
296,2,91,1
297,2,92,2
298,2,93,2
299,2,94,3
300,2,95,2
301,2,96,3
302,2,97,2
303,2,98,3
304,2,99,1
305,2,100,2
306,2,101,2
307,3,0,2
308,3,1,3
309,3,2,2
310,3,3,999
311,3,4,3
312,3,5,2
313,3,6,1
314,3,7,2
315,3,8,3
316,3,9,3
317,3,10,2
318,3,11,2
319,3,12,1
320,3,13,2
321,3,14,2
322,3,15,1
323,3,16,3
324,3,17,2
325,3,18,2
326,3,19,1
327,3,20,2
328,3,21,1
329,3,22,2
330,3,23,1
331,3,24,2
332,3,25,2
333,3,26,3
334,3,27,3
335,3,28,3
336,3,29,1
337,3,30,2
338,3,31,1
339,3,32,3
340,3,33,1
341,3,34,2
342,3,35,2
343,3,36,3
344,3,37,3
345,3,38,1
346,3,39,1
347,3,40,1
348,3,41,3
349,3,42,1
350,3,43,1
351,3,44,2
352,3,45,2
353,3,46,3
354,3,47,1
355,3,48,2
356,3,49,2
357,3,50,1
358,3,51,2
359,3,52,2
360,3,53,1
361,3,54,2
362,3,55,1
363,3,56,2
364,3,57,2
365,3,58,2
366,3,59,1
367,3,60,2
368,3,61,2
369,3,62,3
370,3,63,1
371,3,64,3
372,3,65,3
373,3,66,1
374,3,67,2
375,3,68,3
376,3,69,2
377,3,70,1
378,3,71,1
379,3,72,2
380,3,73,2
381,3,74,2
382,3,75,2
383,3,76,2
384,3,77,3
385,3,78,1
386,3,79,2
387,3,80,2
388,3,81,2
389,3,82,1
390,3,83,3
391,3,84,3
392,3,85,3
393,3,86,2
394,3,87,1
395,3,88,1
396,3,89,2
397,3,90,2
398,3,91,2
399,3,92,1
400,3,93,1
401,3,94,2
402,3,95,2
403,3,96,2
404,3,97,3
405,3,98,1
406,3,99,3
407,3,100,2
408,3,101,1
409,4,0,2
410,4,1,3
411,4,2,3
412,4,3,3
413,4,4,999
414,4,5,3
415,4,6,1
416,4,7,3
417,4,8,2
418,4,9,2
419,4,10,1
420,4,11,2
421,4,12,2
422,4,13,2
423,4,14,2
424,4,15,2
425,4,16,1
426,4,17,2
427,4,18,1
428,4,19,2
429,4,20,3
430,4,21,3
431,4,22,1
432,4,23,2
433,4,24,3
434,4,25,2
435,4,26,3
436,4,27,1
437,4,28,3
438,4,29,2
439,4,30,1
440,4,31,3
441,4,32,1
442,4,33,2
443,4,34,3
444,4,35,2
445,4,36,2
446,4,37,3
447,4,38,3
448,4,39,2
449,4,40,1
450,4,41,1
451,4,42,2
452,4,43,1
453,4,44,3
454,4,45,2
455,4,46,2
456,4,47,3
457,4,48,2
458,4,49,3
459,4,50,1
460,4,51,3
461,4,52,1
462,4,53,1
463,4,54,1
464,4,55,2
465,4,56,3
466,4,57,3
467,4,58,2
468,4,59,2
469,4,60,1
470,4,61,1
471,4,62,2
472,4,63,1
473,4,64,1
474,4,65,2
475,4,66,2
476,4,67,2
477,4,68,2
478,4,69,1
479,4,70,2
480,4,71,1
481,4,72,2
482,4,73,1
483,4,74,1
484,4,75,1
485,4,76,2
486,4,77,2
487,4,78,3
488,4,79,1
489,4,80,2
490,4,81,2
491,4,82,2
492,4,83,3
493,4,84,2
494,4,85,1
495,4,86,2
496,4,87,2
497,4,88,3
498,4,89,1
499,4,90,2
500,4,91,1
501,4,92,1
502,4,93,2
503,4,94,2
504,4,95,2
505,4,96,3
506,4,97,2
507,4,98,1
508,4,99,2
509,4,100,2
510,4,101,1
511,5,0,2
512,5,1,2
513,5,2,3
514,5,3,2
515,5,4,3
516,5,5,999
517,5,6,1
518,5,7,1
519,5,8,3
520,5,9,1
521,5,10,2
522,5,11,3
523,5,12,2
524,5,13,2
525,5,14,3
526,5,15,2
527,5,16,2
528,5,17,1
529,5,18,3
530,5,19,2
531,5,20,2
532,5,21,2
533,5,22,3
534,5,23,1
535,5,24,1
536,5,25,2
537,5,26,2
538,5,27,3
539,5,28,1
540,5,29,3
541,5,30,2
542,5,31,3
543,5,32,3
544,5,33,1
545,5,34,2
546,5,35,1
547,5,36,3
548,5,37,1
549,5,38,2
550,5,39,2
551,5,40,2
552,5,41,1
553,5,42,3
554,5,43,2
555,5,44,2
556,5,45,2
557,5,46,2
558,5,47,1
559,5,48,2
560,5,49,2
561,5,50,2
562,5,51,2
563,5,52,2
564,5,53,1
565,5,54,2
566,5,55,1
567,5,56,1
568,5,57,2
569,5,58,3
570,5,59,2
571,5,60,1
572,5,61,3
573,5,62,2
574,5,63,3
575,5,64,2
576,5,65,3
577,5,66,3
578,5,67,3
579,5,68,1
580,5,69,2
581,5,70,2
582,5,71,3
583,5,72,2
584,5,73,3
585,5,74,3
586,5,75,1
587,5,76,3
588,5,77,3
589,5,78,2
590,5,79,3
591,5,80,2
592,5,81,2
593,5,82,1
594,5,83,2
595,5,84,3
596,5,85,3
597,5,86,3
598,5,87,1
599,5,88,2
600,5,89,2
601,5,90,2
602,5,91,1
603,5,92,1
604,5,93,2
605,5,94,3
606,5,95,3
607,5,96,2
608,5,97,2
609,5,98,2
610,5,99,2
611,5,100,1
612,5,101,2
613,6,0,2
614,6,1,3
615,6,2,1
616,6,3,1
617,6,4,1
618,6,5,1
619,6,6,999
620,6,7,2
621,6,8,2
622,6,9,2
623,6,10,3
624,6,11,2
625,6,12,1
626,6,13,2
627,6,14,2
628,6,15,2
629,6,16,3
630,6,17,2
631,6,18,2
632,6,19,3
633,6,20,2
634,6,21,3
635,6,22,2
636,6,23,2
637,6,24,2
638,6,25,3
639,6,26,2
640,6,27,1
641,6,28,2
642,6,29,2
643,6,30,3
644,6,31,1
645,6,32,2
646,6,33,3
647,6,34,2
648,6,35,1
649,6,36,2
650,6,37,1
651,6,38,2
652,6,39,2
653,6,40,3
654,6,41,3
655,6,42,3
656,6,43,2
657,6,44,2
658,6,45,1
659,6,46,1
660,6,47,2
661,6,48,2
662,6,49,2
663,6,50,1
664,6,51,2
665,6,52,2
666,6,53,3
667,6,54,1
668,6,55,2
669,6,56,1
